Match number,blueBans,redBans
3256,"['Syndra', 'Elise', 'Shen', 'Jayce', 'Renekton']","['Caitlyn', 'Zac', 'Kalista', 'Rumble', 'KogMaw']"
3257,"['Galio', 'Elise', 'Rakan', 'Taliyah', 'Rumble']","['Zac', 'Caitlyn', 'Kalista', 'Thresh', 'Alistar']"
3258,"['Corki', 'Gragas', 'RekSai', 'LeeSin', 'Khazix']","['Caitlyn', 'Zac', 'Rakan', 'Braum', 'JarvanIV']"
3259,"['Xayah', 'Galio', 'Rakan', 'Jayce', 'Taliyah']","['Caitlyn', 'Zac', 'Elise', 'Karma', 'Orianna']"
3260,"['Corki', 'Thresh', 'Elise', 'Alistar', 'Bard']","['Caitlyn', 'Zac', 'Rakan', 'LeeSin', 'Gragas']"
3261,"['Kalista', 'Ashe', 'Galio', 'Jax', 'Taliyah']","['Zac', 'Caitlyn', 'RekSai', 'Cassiopeia', 'Leblanc']"
3262,"['RekSai', 'Kalista', 'Cassiopeia', 'Galio', 'Leblanc']","['Caitlyn', 'Zac', 'Elise', 'Thresh', 'Braum']"
3263,"['Thresh', 'Gragas', 'Galio', 'Zyra', 'Lulu']","['Caitlyn', 'Zac', 'Elise', 'Leblanc', 'Jax']"
3264,"['Elise', 'Leblanc', 'Jax', 'Cassiopeia', 'Syndra']","['Caitlyn', 'Zac', 'Galio', 'Zyra', 'TahmKench']"
3265,"['RekSai', 'Galio', 'Rakan', 'Leblanc', 'Orianna']","['Zac', 'Caitlyn', 'Gragas', 'KogMaw', 'Tristana']"
3266,"['Taliyah', 'Thresh', 'Kalista', 'Cassiopeia', 'Orianna']","['Caitlyn', 'Zac', 'Elise', 'Corki', 'Lucian']"
3267,"['Braum', 'Camille', 'Elise', 'Jax', 'Gragas']","['Zac', 'Caitlyn', 'Galio', 'Karma', 'Kassadin']"
3268,"['Thresh', 'Rumble', 'Galio', 'Karma', 'Renekton']","['Zac', 'Caitlyn', 'Kalista', 'KogMaw', 'Twitch']"
3269,"['Galio', 'Lucian', 'Thresh', 'Kassadin', 'KogMaw']","['Caitlyn', 'Zac', 'Elise', 'Camille', 'Rakan']"
3270,"['Galio', 'Elise', 'Camille', 'Varus', 'Xayah']","['Caitlyn', 'Zac', 'Kalista', 'Twitch', 'KogMaw']"
3271,"['Xayah', 'Sejuani', 'Taliyah', 'Braum', 'Alistar']","['Caitlyn', 'Thresh', 'Elise', 'Renekton', 'Jax']"
3272,"['Gragas', 'RekSai', 'Rakan', 'Leblanc', 'Kassadin']","['Caitlyn', 'Zac', 'Elise', 'LeeSin', 'Galio']"
3273,"['KogMaw', 'RekSai', 'Thresh', 'Jax', 'Shen']","['Zac', 'Caitlyn', 'Elise', 'Leblanc', 'Kassadin']"
3274,"['Taliyah', 'Ashe', 'Gragas', 'Cassiopeia', 'Orianna']","['Zac', 'Caitlyn', 'Galio', 'Camille', 'Renekton']"
3275,"['Thresh', 'Jayce', 'Galio', 'Rakan', 'Braum']","['Zac', 'Caitlyn', 'Elise', 'Gragas', 'RekSai']"
3276,"['Rumble', 'Rakan', 'Kalista', 'Galio', 'Leblanc']","['Zac', 'Caitlyn', 'Taliyah', 'Twitch', 'KogMaw']"
3277,"['Jayce', 'Taliyah', 'Elise', 'Gnar', 'Leblanc']","['Caitlyn', 'Kalista', 'Zac', 'Rumble', 'Corki']"
3278,[],[]
3279,"['Galio', 'Braum', 'Kalista', 'Karma', 'Shen']","['Caitlyn', 'Zac', 'Thresh', 'JarvanIV', 'Leblanc']"
3280,"['RekSai', 'Sejuani', 'KogMaw', 'Gragas', 'LeeSin']","['Caitlyn', 'Zac', 'Kalista', 'Twitch', 'Varus']"
3281,"['Galio', 'Elise', 'KogMaw', 'Camille', 'Taliyah']","['Caitlyn', 'Zac', 'Kalista', 'Twitch', 'Leblanc']"
3282,"['KogMaw', 'Galio', 'Thresh', 'Leblanc', 'Renekton']","['Caitlyn', 'Zac', 'Elise', 'AurelionSol', 'Jax']"
3283,"['Leblanc', 'Ashe', 'Elise', 'LeeSin', 'RekSai']","['Caitlyn', 'Zac', 'Jayce', 'Camille', 'Jax']"
3284,"['Jayce', 'Galio', 'Thresh', 'Rakan', 'Jax']","['Zac', 'Caitlyn', 'Leblanc', 'Braum', 'Syndra']"
3285,"['Elise', 'Jayce', 'Kalista', 'Camille', 'Renekton']","['Caitlyn', 'Varus', 'Zac', 'Jax', 'Twitch']"
3286,"['Varus', 'Zyra', 'Rakan', 'Camille', 'Kled']","['Zac', 'Caitlyn', 'Elise', 'Galio', 'Jayce']"
3287,"['Kalista', 'RekSai', 'Galio', 'Jax', 'Camille']","['Caitlyn', 'Zac', 'Braum', 'Taliyah', 'Kled']"
3288,"['Taliyah', 'Elise', 'Braum', 'Zyra', 'Galio']","['Caitlyn', 'Zac', 'Janna', 'Camille', 'Jax']"
3289,"['Galio', 'Kalista', 'Elise', 'Rakan', 'Janna']","['Caitlyn', 'Zac', 'Braum', 'Kled', 'Zyra']"
3290,"['Jayce', 'Taliyah', 'Thresh', 'JarvanIV', 'Alistar']","['Zac', 'Caitlyn', 'Kalista', 'Lucian', 'Fiora']"
3291,"['AurelionSol', 'Rakan', 'Camille', 'Cassiopeia', 'Lucian']","['Caitlyn', 'Zac', 'Jayce', 'Taliyah', 'Jax']"
3292,"['Xayah', 'Rumble', 'Gragas', 'Alistar', 'Rakan']","['Zac', 'Caitlyn', 'Kalista', 'Jayce', 'Renekton']"
3293,"['Tristana', 'Thresh', 'Elise', 'RekSai', 'Khazix']","['Caitlyn', 'Zac', 'Alistar', 'Lucian', 'Taliyah']"
3294,"['Xayah', 'Rumble', 'Gragas', 'RekSai', 'Kennen']","['Caitlyn', 'Kalista', 'Zac', 'Taliyah', 'Cassiopeia']"
3295,"['Taliyah', 'Gragas', 'Thresh', 'Jax', 'Orianna']","['Caitlyn', 'Zac', 'Kalista', 'Jayce', 'Camille']"
3296,"['Leblanc', 'Braum', 'Elise', 'Jayce', 'Lucian']","['Caitlyn', 'Zac', 'Kalista', 'KogMaw', 'Tristana']"
3297,"['Thresh', 'Tristana', 'Galio', 'Shen', 'Rumble']","['Caitlyn', 'Zac', 'Elise', 'Kennen', 'Rakan']"
3298,"['Maokai', 'Rengar', 'Cassiopeia', 'Alistar', 'Kennen']","['Caitlyn', 'Zac', 'Thresh', 'Rumble', 'Renekton']"
3299,"['Thresh', 'Gragas', 'Galio', 'Shen', 'RekSai']","['Caitlyn', 'Zac', 'Kalista', 'Karma', 'Renekton']"
3300,"['Jayce', 'Galio', 'Thresh', 'Zyra', 'Renekton']","['Zac', 'Caitlyn', 'Kalista', 'Lucian', 'Leblanc']"
3301,"['Maokai', 'Thresh', 'Caitlyn', 'Rakan', 'Janna']","['Zac', 'Elise', 'Kalista', 'Taliyah', 'Corki']"
3302,"['Taliyah', 'Elise', 'Braum', 'Zyra', 'Trundle']","['Caitlyn', 'Zac', 'Thresh', 'Lucian', 'Rakan']"
3303,"['Rakan', 'Gragas', 'Kalista', 'Cassiopeia', 'Corki']","['Caitlyn', 'Zac', 'Taliyah', 'Trundle', 'Lucian']"
3304,"['Taliyah', 'Braum', 'Kalista', 'Corki', 'Chogath']","['Caitlyn', 'Zac', 'Elise', 'Cassiopeia', 'Syndra']"
3305,"['Galio', 'Taliyah', 'Thresh', 'Renekton', 'Rumble']","['Zac', 'Caitlyn', 'Jayce', 'Rakan', 'Braum']"
3306,"['Thresh', 'Zac', 'Khazix', 'Orianna', 'Trundle']","['Caitlyn', 'Galio', 'Taliyah', 'Leblanc', 'Cassiopeia']"
3307,"['Xayah', 'Rumble', 'Elise', 'Renekton', 'Galio']","['Zac', 'Caitlyn', 'Kalista', 'Cassiopeia', 'RekSai']"
3308,"['Zyra', 'Maokai', 'Elise', 'Orianna', 'Leblanc']","['Caitlyn', 'Zac', 'Kalista', 'Renekton', 'JarvanIV']"
3309,"['Maokai', 'Galio', 'Caitlyn', 'Xayah', 'Leblanc']","['Zac', 'Elise', 'Gragas', 'Braum', 'Orianna']"
3310,"['Taliyah', 'Orianna', 'Gragas', 'Jax', 'Syndra']","['Zac', 'Caitlyn', 'Kalista', 'Lucian', 'Jayce']"
3311,"['Galio', 'Rakan', 'Jayce', 'Lucian', 'Leblanc']","['Zac', 'Elise', 'Caitlyn', 'Blitzcrank', 'Alistar']"
3312,"['Maokai', 'Orianna', 'Tristana', 'Cassiopeia', 'Galio']","['Caitlyn', 'Zac', 'Kalista', 'Ashe', 'Shen']"
3313,"['Rakan', 'Tristana', 'Lucian', 'Renekton', 'Trundle']","['Caitlyn', 'Zac', 'Kalista', 'Jhin', 'Xayah']"
3314,"['Maokai', 'Chogath', 'Corki', 'Shen', 'Orianna']","['Caitlyn', 'Kalista', 'Zac', 'Zyra', 'Braum']"
3315,"['Thresh', 'Orianna', 'Elise', 'Xayah', 'Tristana']","['Zac', 'Caitlyn', 'Taliyah', 'Alistar', 'Braum']"
3316,"['Taliyah', 'Thresh', 'Rumble', 'Renekton', 'Tristana']","['Zac', 'Caitlyn', 'Orianna', 'Cassiopeia', 'Syndra']"
3317,"['Syndra', 'Maokai', 'Kalista', 'Orianna', 'Taliyah']","['Zac', 'Lucian', 'Caitlyn', 'Thresh', 'Alistar']"
3318,"['Lucian', 'Elise', 'Jayce', 'Leblanc', 'Taliyah']","['Zac', 'Caitlyn', 'Kalista', 'Taric', 'Syndra']"
3319,"['Syndra', 'Chogath', 'Maokai', 'Orianna', 'Karma']","['Zac', 'Caitlyn', 'Elise', 'Leblanc', 'Taliyah']"
3320,"['Syndra', 'Khazix', 'Maokai', 'Camille', 'Jax']","['Caitlyn', 'Zac', 'Elise', 'Cassiopeia', 'Corki']"
3321,"['Taliyah', 'Galio', 'Kalista', 'Cassiopeia', 'Corki']","['Caitlyn', 'Zac', 'Elise', 'Tristana', 'KogMaw']"
3322,"['Maokai', 'Sejuani', 'Elise', 'Xayah', 'KogMaw']","['Zac', 'Caitlyn', 'Kalista', 'Zyra', 'Alistar']"
3323,"['Thresh', 'Galio', 'Gragas', 'Leblanc', 'Shen']","['Caitlyn', 'Zac', 'Taliyah', 'Jax', 'Jayce']"
3324,"['Blitzcrank', 'Trundle', 'Elise', 'Rumble', 'Gragas']","['Zac', 'Zyra', 'Caitlyn', 'Camille', 'Maokai']"
3325,"['Camille', 'Zyra', 'Braum', 'Alistar', 'Taric']","['Zac', 'Caitlyn', 'Kalista', 'Rumble', 'Trundle']"
3326,"['Blitzcrank', 'Elise', 'Galio', 'Sejuani', 'RekSai']","['Zac', 'Zyra', 'Braum', 'Rakan', 'Alistar']"
3327,"['Leblanc', 'Thresh', 'Galio', 'Rumble', 'Trundle']","['Caitlyn', 'Zac', 'Elise', 'Jax', 'Alistar']"
3328,"['Syndra', 'Thresh', 'Gragas', 'Jax', 'JarvanIV']","['Caitlyn', 'Zac', 'Elise', 'Leblanc', 'Rumble']"
3329,"['Rumble', 'Taliyah', 'Kalista', 'Galio', 'Gnar']","['Zac', 'Caitlyn', 'Elise', 'Syndra', 'Gragas']"
3330,"['KogMaw', 'Tristana', 'Caitlyn', 'Syndra', 'Maokai']","['Zac', 'Rumble', 'Elise', 'Galio', 'Taliyah']"
3331,"['Rumble', 'Taliyah', 'Kalista', 'Galio', 'Kennen']","['Zac', 'Caitlyn', 'Elise', 'Rakan', 'Thresh']"
3332,"['Thresh', 'Elise', 'Orianna', 'Galio', 'Renekton']","['Caitlyn', 'Alistar', 'Zac', 'Rakan', 'Blitzcrank']"
3333,"['Chogath', 'Cassiopeia', 'Maokai', 'Xayah', 'Tristana']","['Caitlyn', 'Zac', 'Orianna', 'Thresh', 'Renekton']"
3334,"['Thresh', 'Elise', 'Caitlyn', 'Rakan', 'TahmKench']","['Chogath', 'Cassiopeia', 'Maokai', 'Orianna', 'Taliyah']"
3335,"['Alistar', 'Elise', 'Corki', 'Taliyah', 'Rumble']","['Zac', 'Caitlyn', 'Kalista', 'JarvanIV', 'Maokai']"
3336,"['KogMaw', 'Orianna', 'Rakan', 'Chogath', 'Maokai']","['Caitlyn', 'Elise', 'Zac', 'Cassiopeia', 'Rumble']"
3337,"['Alistar', 'Elise', 'Corki', 'Rumble', 'Leblanc']","['Zac', 'Caitlyn', 'Orianna', 'Blitzcrank', 'Rakan']"
3338,"['Jayce', 'Lucian', 'Elise', 'Khazix', 'Camille']","['Caitlyn', 'Zac', 'Chogath', 'Syndra', 'Orianna']"
3339,"['Maokai', 'Chogath', 'Thresh', 'Leblanc', 'Orianna']","['Zac', 'Caitlyn', 'Elise', 'Lucian', 'Cassiopeia']"
3340,"['Jayce', 'Leblanc', 'Elise', 'Galio', 'Syndra']","['Zac', 'Caitlyn', 'Thresh', 'Orianna', 'Taliyah']"
3341,"['Taliyah', 'JarvanIV', 'Xayah', 'Orianna', 'Renekton']","['Zac', 'Caitlyn', 'Elise', 'Jayce', 'Gnar']"
3342,"['Jayce', 'Elise', 'Thresh', 'Gragas', 'RekSai']","['Zac', 'Caitlyn', 'Kalista', 'Lucian', 'Leblanc']"
3343,"['Chogath', 'Maokai', 'Thresh', 'Cassiopeia', 'Jhin']","['Zac', 'Caitlyn', 'Kalista', 'Taliyah', 'Orianna']"
3344,"['Jayce', 'Chogath', 'Elise', 'Trundle', 'Taliyah']","['Caitlyn', 'Zac', 'Kalista', 'Cassiopeia', 'Leblanc']"
3345,"['Maokai', 'Camille', 'Caitlyn', 'Zyra', 'Kennen']","['Zac', 'Elise', 'Jayce', 'Renekton', 'Rakan']"
3346,"['Jayce', 'Elise', 'Taliyah', 'Renekton', 'Jax']","['Zac', 'Kalista', 'Caitlyn', 'Maokai', 'Camille']"
3347,"['Elise', 'Rakan', 'Kalista', 'Renekton', 'Morgana']","['Zac', 'Caitlyn', 'Lucian', 'Alistar', 'Taliyah']"
3348,"['Tristana', 'Galio', 'Zac', 'Alistar', 'Kennen']","['Elise', 'Rakan', 'Renekton', 'Orianna', 'Taliyah']"
3349,"['Morgana', 'Rakan', 'Cassiopeia', 'Camille', 'Trundle']","['Galio', 'Gragas', 'Kalista', 'Rumble', 'Maokai']"
3350,"['Rakan', 'Morgana', 'Cassiopeia', 'Trundle', 'Elise']","['Lucian', 'Galio', 'Zac', 'Gnar', 'Taliyah']"
3351,"['Galio', 'Orianna', 'Caitlyn', 'Morgana', 'Taric']","['Rakan', 'Cassiopeia', 'Zac', 'Camille', 'Gnar']"
3352,"['Cassiopeia', 'Lucian', 'Gragas', 'Chogath', 'Orianna']","['Elise', 'Galio', 'Rakan', 'Trundle', 'JarvanIV']"
3353,"['Shen', 'Rakan', 'Elise', 'Trundle', 'Corki']","['Zac', 'Lucian', 'Cassiopeia', 'Alistar', 'Taric']"
3354,"['Cassiopeia', 'Lucian', 'Zac', 'Orianna', 'Chogath']","['Shen', 'Galio', 'Kalista', 'Caitlyn', 'Renekton']"
3355,"['Cassiopeia', 'Lucian', 'Rakan', 'Chogath', 'Maokai']","['Shen', 'Galio', 'Kalista', 'Leblanc', 'Trundle']"
3356,"['Cassiopeia', 'Gragas', 'Tristana', 'Chogath', 'Gnar']","['Galio', 'Kalista', 'Leblanc', 'Lucian', 'Ashe']"
3357,[],[]
3358,"['Jax', 'Galio', 'Tristana', 'Alistar', 'Trundle']","['Cassiopeia', 'Zac', 'Kalista', 'Leblanc', 'Maokai']"
3359,"['Cassiopeia', 'Rakan', 'Maokai', 'Chogath', 'Lucian']","['Galio', 'Kalista', 'Tristana', 'Jax', 'Jayce']"
3360,"['Cassiopeia', 'Leblanc', 'Zac', 'Elise', 'JarvanIV']","['Kalista', 'Galio', 'Sejuani', 'Jax', 'Lucian']"
3361,"['Syndra', 'Chogath', 'Gragas', 'Trundle', 'JarvanIV']","['Rumble', 'Galio', 'Kalista', 'Twitch', 'Poppy']"
3362,"['Rumble', 'Zac', 'Taliyah', 'Malzahar', 'Olaf']","['Chogath', 'Gragas', 'Kalista', 'Trundle', 'Syndra']"
3363,"['Syndra', 'Chogath', 'Gragas', 'Alistar', 'Thresh']","['Rumble', 'Maokai', 'Kalista', 'Trundle', 'Malzahar']"
3364,"['Syndra', 'Chogath', 'Xayah', 'Alistar', 'Taric']","['Rumble', 'Maokai', 'Kalista', 'Sejuani', 'KogMaw']"
3365,"['Rumble', 'Maokai', 'Olaf', 'Alistar', 'Orianna']","['Chogath', 'Galio', 'Kalista', 'Rakan', 'Sion']"
3366,"['Gragas', 'JarvanIV', 'Leblanc', 'Camille', 'Chogath']","['Rumble', 'Kalista', 'Galio', 'Maokai', 'Trundle']"
3367,"['Rumble', 'Leblanc', 'Galio', 'Elise', 'Olaf']","['Gragas', 'Kalista', 'Camille', 'Chogath', 'Trundle']"
3368,"['Sejuani', 'JarvanIV', 'Blitzcrank', 'Camille', 'Chogath']","['Rumble', 'Kalista', 'Galio', 'Taliyah', 'Cassiopeia']"
3369,"['Rumble', 'Trundle', 'Galio', 'JarvanIV', 'Elise']","['Kalista', 'Maokai', 'Leblanc', 'Gragas', 'Karma']"
3370,"['Chogath', 'Rakan', 'Blitzcrank', 'Camille', 'Gragas']","['Rumble', 'Kalista', 'Maokai', 'Janna', 'Taliyah']"
3371,"['Thresh', 'Galio', 'Leblanc', 'Rumble', 'Trundle']","['Cassiopeia', 'Tristana', 'Alistar', 'Taric', 'Blitzcrank']"
3372,"['Galio', 'Leblanc', 'Thresh', 'Orianna', 'Rumble']","['Cassiopeia', 'Syndra', 'Zac', 'Blitzcrank', 'Alistar']"
3373,"['Chogath', 'Tristana', 'Cassiopeia', 'Syndra', 'Shen']","['Galio', 'Leblanc', 'Kalista', 'Rumble', 'Trundle']"
3374,"['Pantheon', 'Azir', 'Lissandra']","['Irelia', 'Zed', 'RekSai']"
3375,"['Syndra', 'Corki', 'JarvanIV']","['Zed', 'Azir', 'Kennen']"
3376,"['Fizz', 'Zed', 'Kassadin']","['Lissandra', 'JarvanIV', 'Syndra']"
3377,"['Galio', 'Cassiopeia', 'Zed']","['Kassadin', 'Leblanc', 'Syndra']"
3378,"['TwistedFate', 'Fizz', 'Irelia']","['Syndra', 'Azir', 'Zed']"
3379,"['Gnar', 'Irelia', 'Xerath']","['Fizz', 'LeeSin', 'RekSai']"
3380,"['Ezreal', 'Sivir', 'Annie']","['Fizz', 'Kassadin', 'Kalista']"
3381,"['Azir', 'Cassiopeia', 'Vi']","['Fizz', 'Zed', 'Kassadin']"
3382,"['Azir', 'JarvanIV', 'Kalista']","['Kassadin', 'RekSai', 'Lissandra']"
3383,"['Irelia', 'Gnar', 'Leblanc']","['Galio', 'Cassiopeia', 'Vi']"
3384,"['Morgana', 'Azir', 'RekSai']","['Thresh', 'Janna', 'Leona']"
3385,"['Rumble', 'Morgana', 'Azir']","['Janna', 'Annie', 'Kassadin']"
3386,"['Kassadin', 'JarvanIV', 'Thresh']","['Azir', 'Morgana', 'Xerath']"
3387,"['Leblanc', 'Xerath', 'Ahri']","['Kassadin', 'Irelia', 'Zed']"
3388,"['Irelia', 'Kassadin', 'Rengar']","['Vi', 'JarvanIV', 'Azir']"
3389,"['Vi', 'Cassiopeia', 'Azir']","['JarvanIV', 'Janna', 'Sivir']"
3390,"['JarvanIV', 'Leblanc', 'Thresh']","['Irelia', 'Morgana', 'Kassadin']"
3391,"['Janna', 'Maokai', 'Xerath']","['Irelia', 'JarvanIV', 'Thresh']"
3392,"['JarvanIV', 'Morgana', 'Lulu']","['Ahri', 'Kassadin', 'RekSai']"
3393,"['Xerath', 'Annie', 'Ezreal']","['Zed', 'Leblanc', 'Kassadin']"
3394,"['Cassiopeia', 'Vi', 'Kassadin']","['Xerath', 'Annie', 'Veigar']"
3395,"['Sivir', 'Rumble', 'Lissandra']","['JarvanIV', 'Leblanc', 'Kassadin']"
3396,"['Annie', 'Veigar', 'Kassadin']","['Nidalee', 'Zed', 'Leblanc']"
3397,"['Nidalee', 'Gnar', 'Kassadin']","['Morgana', 'Sivir', 'JarvanIV']"
3398,"['Morgana', 'Irelia', 'Leblanc']","['Vi', 'Nidalee', 'Lulu']"
3399,"['Leblanc', 'Vi', 'Lulu']","['Veigar', 'Rumble', 'Gnar']"
3400,"['Kalista', 'RekSai', 'Nidalee']","['Irelia', 'Annie', 'Kassadin']"
3401,"['Veigar', 'RekSai', 'Kalista']","['Irelia', 'Kassadin', 'JarvanIV']"
3402,"['Irelia', 'Veigar', 'Kassadin']","['Nidalee', 'Xerath', 'Leblanc']"
3403,"['Irelia', 'Hecarim', 'Thresh']","['Nidalee', 'Kassadin', 'Kalista']"
3404,"['Vi', 'Cassiopeia', 'Kalista']","['Zed', 'Kassadin', 'Nidalee']"
3405,"['Kassadin', 'Kalista', 'Annie']","['JarvanIV', 'Veigar', 'Lissandra']"
3406,"['Irelia', 'Leblanc', 'Veigar']","['Cassiopeia', 'Galio', 'Vi']"
3407,"['Annie', 'Sivir', 'Gnar']","['RekSai', 'Leblanc', 'Morgana']"
3408,"['Thresh', 'Irelia', 'JarvanIV']","['Leblanc', 'RekSai', 'Veigar']"
3409,"['Sivir', 'Lulu', 'Leona']","['Kassadin', 'Leblanc', 'Veigar']"
3410,"['Rumble', 'Maokai', 'Nidalee']","['Veigar', 'Leblanc', 'Kassadin']"
3411,"['Veigar', 'Kalista', 'Kassadin']","['JarvanIV', 'Leblanc', 'Nidalee']"
3412,"['Maokai', 'Kassadin', 'Leblanc']","['Morgana', 'Sivir', 'JarvanIV']"
3413,"['Vi', 'Lulu', 'Annie']","['Kassadin', 'Irelia', 'Hecarim']"
3414,"['Vi', 'Zed', 'Kassadin']","['Lissandra', 'Veigar', 'Viktor']"
3415,"['Kassadin', 'Rumble', 'RekSai']","['Veigar', 'Leblanc', 'Hecarim']"
3416,"['Lissandra', 'Leblanc', 'TwistedFate']","['Sivir', 'Hecarim', 'Lulu']"
3417,"['Lissandra', 'Leblanc', 'Nidalee']","['Hecarim', 'Lulu', 'RekSai']"
3418,"['Irelia', 'Leblanc', 'Hecarim']","['Lissandra', 'Rumble', 'Xerath']"
3419,"['Sivir', 'JarvanIV', 'Lulu']","['Morgana', 'Leblanc', 'Nidalee']"
3420,"['Sivir', 'Morgana', 'Hecarim']","['Leblanc', 'Maokai', 'RekSai']"
3421,"['Lissandra', 'Morgana', 'RekSai']","['Leblanc', 'Lulu', 'Annie']"
3422,"['Leblanc', 'Lulu', 'Hecarim']","['Lissandra', 'Rumble', 'Nidalee']"
3423,"['Nidalee', 'Diana', 'Zed']","['Morgana', 'Lulu', 'RekSai']"
3424,"['Lulu', 'Janna', 'Viktor']","['Lissandra', 'RekSai', 'Leblanc']"
3425,"['Kalista', 'Urgot', 'Gnar']","['Kassadin', 'Azir', 'RekSai']"
3426,"['Kassadin', 'RekSai', 'Azir']","['Kalista', 'Urgot', 'Leblanc']"
3427,"['Nunu', 'Sejuani', 'RekSai']","['Urgot', 'Maokai', 'Gragas']"
3428,"['Urgot', 'Maokai', 'RekSai']","['Kalista', 'Thresh', 'Leblanc']"
3429,"['Gragas', 'RekSai', 'Leblanc']","['Kalista', 'Hecarim', 'Nunu']"
3430,"['Hecarim', 'Leblanc', 'Urgot']","['Zed', 'Azir', 'Kalista']"
3431,"['Fizz', 'Maokai', 'RekSai']","['Cassiopeia', 'Lulu', 'Leblanc']"
3432,"['Cassiopeia', 'Lulu', 'Leblanc']","['Fizz', 'Gragas', 'RekSai']"
3433,"['Urgot', 'Leblanc', 'Sejuani']","['Azir', 'Kassadin', 'RekSai']"
3434,"['Azir', 'Kassadin', 'RekSai']","['Urgot', 'Gnar', 'Leblanc']"
3435,"['Hecarim', 'Azir', 'Kassadin']","['Sejuani', 'Gnar', 'Leblanc']"
3436,"['Gnar', 'Sejuani', 'Leblanc']","['Rumble', 'Azir', 'Cassiopeia']"
3437,"['RekSai', 'Sejuani', 'Maokai']","['Urgot', 'Cassiopeia', 'Gragas']"
3438,"['Cassiopeia', 'Leblanc', 'Lulu']","['Thresh', 'Gragas', 'Azir']"
3439,"['Azir', 'Cassiopeia', 'Thresh']","['Maokai', 'Hecarim', 'Gragas']"
3440,"['Urgot', 'Fizz', 'Alistar']","['Azir', 'Cassiopeia', 'Thresh']"
3441,"['Orianna', 'Sivir', 'Kassadin']","['Cassiopeia', 'Leblanc', 'Azir']"
3442,"['Cassiopeia', 'Azir', 'Kalista']","['Orianna', 'Kassadin', 'Rumble']"
3443,"['Thresh', 'Cassiopeia', 'Gnar']","['Azir', 'Kassadin', 'Kalista']"
3444,"['Kassadin', 'Hecarim', 'Azir']","['Gnar', 'Rumble', 'Cassiopeia']"
3445,"['Azir', 'Cassiopeia', 'Vladimir']","['Fizz', 'RekSai', 'Urgot']"
3446,"['Alistar', 'Urgot', 'Kalista']","['Azir', 'Cassiopeia', 'Vladimir']"
3447,"['Thresh', 'Gragas', 'Azir']","['Alistar', 'Leblanc', 'Cassiopeia']"
3448,"['Urgot', 'Hecarim', 'Kalista']","['Azir', 'Cassiopeia', 'Maokai']"
3449,"['Viktor', 'Vladimir', 'Hecarim']","['Azir', 'Sivir', 'Kalista']"
3450,"['Maokai', 'Kalista', 'Leblanc']","['Azir', 'Urgot', 'Gragas']"
3451,"['RekSai', 'Fizz', 'Chogath']","['Azir', 'Cassiopeia', 'Kalista']"
3452,"['Azir', 'Cassiopeia', 'Kalista']","['Fizz', 'Chogath', 'Alistar']"
3453,"['Gragas', 'Azir', 'Vladimir']","['Leblanc', 'Kalista', 'Sivir']"
3454,"['Leblanc', 'Sivir', 'Kalista']","['Azir', 'Rumble', 'Varus']"
3455,"['Urgot', 'Cassiopeia', 'Kalista']","['Hecarim', 'Azir', 'Viktor']"
3456,"['Vladimir', 'Sivir', 'Azir']","['Urgot', 'Kalista', 'Cassiopeia']"
3457,"['Urgot', 'Kalista', 'TwistedFate']","['Azir', 'Vladimir', 'Lulu']"
3458,"['Azir', 'Vladimir', 'Lulu']","['Urgot', 'Kalista', 'Fizz']"
3459,"['Chogath', 'Cassiopeia', 'RekSai']","['Kalista', 'Azir', 'Lulu']"
3460,"['Kalista', 'Gnar', 'Gragas']","['Chogath', 'Cassiopeia', 'RekSai']"
3461,"['Azir', 'Urgot', 'Ryze']","['Leblanc', 'Kalista', 'Gragas']"
3462,"['Evelynn', 'Ashe', 'Urgot']","['Leblanc', 'Sivir', 'Nidalee']"
3463,"['Leblanc', 'Nidalee', 'Alistar']","['Ryze', 'Azir', 'Ashe']"
3464,"['Varus', 'Kalista', 'Gragas']","['Vladimir', 'Lulu', 'Azir']"
3465,"['Lulu', 'Vladimir', 'Ryze']","['Varus', 'Gragas', 'Azir']"
3466,"['Chogath', 'Ryze', 'Cassiopeia']","['Alistar', 'Kalista', 'Azir']"
3467,"['Alistar', 'Kalista', 'Gnar']","['Vladimir', 'Ryze', 'Azir']"
3468,"['Urgot', 'Ryze', 'Leblanc']","['RekSai', 'Kalista', 'Azir']"
3469,"['RekSai', 'Varus', 'Kalista']","['Urgot', 'Ryze', 'Leblanc']"
3470,"['Urgot', 'Kalista', 'Fizz']","['Azir', 'Ryze', 'Leblanc']"
3471,"['Azir', 'Leblanc', 'Cassiopeia']","['Urgot', 'Kalista', 'Fizz']"
3472,"['Sivir', 'Vladimir', 'Gragas']","['Ryze', 'Azir', 'RekSai']"
3473,"['Alistar', 'RekSai', 'Ryze']","['Sivir', 'Kalista', 'Urgot']"
3474,"['Maokai', 'Gragas', 'Fizz']","['Ryze', 'Leblanc', 'Varus']"
3475,"['Azir', 'Varus', 'Leblanc']","['Ryze', 'Maokai', 'Kalista']"
3476,"['Rumble', 'Alistar', 'Azir']","['RekSai', 'Gragas', 'Ryze']"
3477,"['Morgana', 'Shaco', 'Ekko']","['Ryze', 'Azir', 'Gragas']"
3478,"['Ashe', 'Azir', 'Ryze']","['Kalista', 'Leblanc', 'Alistar']"
