Match number,blueBans,redBans
3479,"['Leblanc', 'Alistar', 'Kalista']","['Varus', 'Ryze', 'Sivir']"
3480,"['Ryze', 'Kalista', 'Azir']","['Leblanc', 'Lucian', 'RekSai']"
3481,"['Leblanc', 'Alistar', 'Gragas']","['Ryze', 'Kalista', 'Azir']"
3482,"['Varus', 'Thresh', 'Ryze']","['Alistar', 'Ekko', 'Morgana']"
3483,"['Ekko', 'Alistar', 'Morgana']","['Ryze', 'Azir', 'Varus']"
3484,"['Rumble', 'Gragas', 'Azir']","['Kalista', 'Vladimir', 'Fizz']"
3485,"['Vladimir', 'Kalista', 'Gragas']","['Azir', 'Ryze', 'Rumble']"
3486,"['Azir', 'Cassiopeia', 'Alistar']","['Ryze', 'Ekko', 'Maokai']"
3487,"['Maokai', 'Ekko', 'Fizz']","['Azir', 'Cassiopeia', 'Ryze']"
3488,"['Cassiopeia', 'Maokai', 'Sivir']","['Varus', 'Kalista', 'Ryze']"
3489,"['Varus', 'Jayce', 'Ryze']","['Cassiopeia', 'Maokai', 'Sivir']"
3490,"['Gnar', 'Nautilus', 'Kalista']","['Ryze', 'Azir', 'Alistar']"
3491,"['Azir', 'Morgana', 'Zed']","['Ryze', 'Ekko', 'Kalista']"
3492,"['Nautilus', 'Ryze', 'Varus']","['Azir', 'Ashe', 'Gragas']"
3493,"['Ashe', 'Azir', 'Rumble']","['Alistar', 'Ryze', 'Varus']"
3494,"['Fizz', 'Urgot', 'Maokai']","['Azir', 'Ryze', 'Cassiopeia']"
3495,"['Azir', 'Cassiopeia', 'Vladimir']","['Fizz', 'Kalista', 'Ryze']"
3496,"['Sivir', 'Jinx', 'Ryze']","['Kalista', 'Vayne', 'Alistar']"
3497,"['Vayne', 'Morgana', 'Maokai']","['Ryze', 'Kalista', 'Sivir']"
3498,"['Maokai', 'Alistar', 'Nidalee']","['Jayce', 'Kalista', 'Ryze']"
3499,"['Jayce', 'Varus', 'Azir']","['Kalista', 'Ryze', 'Nidalee']"
3500,"['Rumble', 'Urgot', 'Nautilus']","['Vladimir', 'Ryze', 'Kalista']"
3501,"['Vladimir', 'Azir', 'RekSai']","['Kalista', 'Rumble', 'Nidalee']"
3502,"['Fizz', 'Sivir', 'Ryze']","['Azir', 'Ashe', 'Varus']"
3503,"['Azir', 'Ashe', 'Varus']","['Fizz', 'Kalista', 'Ryze']"
3504,"['Gnar', 'Alistar', 'Nidalee']","['Vladimir', 'Kalista', 'Ryze']"
3505,"['Sivir', 'Vladimir', 'Ryze']","['Kalista', 'Alistar', 'Gnar']"
3506,"['Kalista', 'Sivir', 'Maokai']","['Varus', 'Ryze', 'Urgot']"
3507,"['Varus', 'Ryze', 'Urgot']","['Kalista', 'Azir', 'Sivir']"
3508,"['Alistar', 'Gragas', 'Sivir']","['Rumble', 'Kalista', 'Ryze']"
3509,"['Rumble', 'Varus', 'Jayce']","['Ryze', 'Alistar', 'Chogath']"
3510,"['Maokai', 'Nidalee', 'RekSai']","['Kalista', 'Azir', 'Ryze']"
3511,"['RekSai', 'Gragas', 'Ryze']","['Maokai', 'Nidalee', 'Morgana']"
3512,"['Azir', 'Sivir', 'Hecarim']","['TwistedFate', 'Fizz', 'Kalista']"
3513,"['TwistedFate', 'Fizz', 'Maokai']","['Azir', 'Kalista', 'Ryze']"
3514,"['Gnar', 'Nidalee', 'Alistar']","['Fizz', 'Rumble', 'Ryze']"
3515,"['Rumble', 'Fizz', 'Azir']","['Gnar', 'Kalista', 'Ryze']"
3516,"['Thresh', 'Alistar', 'RekSai']","['Azir', 'Kalista', 'Ryze']"
3517,"['Azir', 'Jayce', 'RekSai']","['Ryze', 'Kalista', 'Gragas']"
3518,"['Alistar', 'Maokai', 'Nidalee']","['Ryze', 'Ashe', 'Cassiopeia']"
3519,"['Ashe', 'Gragas', 'Ryze']","['Alistar', 'Nidalee', 'Azir']"
3520,"['Nidalee', 'Viktor', 'Cassiopeia']","['Varus', 'Ryze', 'Azir']"
3521,"['Varus', 'Rumble', 'Jayce']","['Viktor', 'Cassiopeia', 'Azir']"
3522,"['Azir', 'Cassiopeia', 'Alistar']","['Fizz', 'Kalista', 'Ryze']"
3523,"['Fizz', 'TwistedFate', 'Ryze']","['Azir', 'Kalista', 'Alistar']"
3524,"['Thresh', 'Kalista', 'Ryze']","['Rumble', 'Alistar', 'Ezreal']"
3525,"['Rumble', 'Ezreal', 'Urgot']","['Thresh', 'Sivir', 'Ryze']"
3526,"['Azir', 'Alistar', 'Vayne']","['TwistedFate', 'Fizz', 'Gragas']"
3527,"['TwistedFate', 'Fizz', 'Ryze']","['Azir', 'Kalista', 'Vayne']"
3528,"['Cassiopeia', 'Viktor', 'Maokai']","['Azir', 'Janna', 'Jayce']"
3529,"['Janna', 'Jayce', 'RekSai']","['Ryze', 'Cassiopeia', 'Viktor']"
3530,"['Alistar', 'Kalista', 'Nautilus']","['Jayce', 'Varus', 'Rumble']"
3531,"['Jayce', 'Varus', 'Rumble']","['Kalista', 'Gragas', 'Fizz']"
3532,"['Azir', 'Thresh', 'Alistar']","['Fizz', 'Kalista', 'Ryze']"
3533,"['Fizz', 'Maokai', 'TwistedFate']","['Azir', 'Kalista', 'Ryze']"
3534,"['Nidalee', 'Vayne', 'Zed']","['Ryze', 'Kalista', 'Alistar']"
3535,"['Ezreal', 'Nautilus', 'Kalista']","['Ryze', 'Vayne', 'Gragas']"
3536,"['Maokai', 'Kalista', 'Rumble']","['Morgana', 'Sejuani', 'Nunu']"
3537,"['Morgana', 'Nunu', 'Yorick']","['Kalista', 'Nautilus', 'Maokai']"
3538,"['Kalista', 'Urgot', 'Gragas']","['Morgana', 'Nunu', 'Sejuani']"
3539,"['Leblanc', 'Vladimir', 'Gragas']","['Fizz', 'Zed', 'Chogath']"
3540,"['Fizz', 'Zed', 'Sejuani']","['Leblanc', 'Vladimir', 'Gragas']"
3541,"['Leblanc', 'Vladimir', 'Gragas']","['Fizz', 'Maokai', 'Karthus']"
3542,"['Leblanc', 'Zed', 'Gragas']","['Maokai', 'Urgot', 'Sejuani']"
3543,"['Maokai', 'Sejuani', 'Gnar']","['Morgana', 'Azir', 'Gragas']"
3544,"['Morgana', 'Azir', 'Gnar']","['Maokai', 'Sejuani', 'Urgot']"
3545,"['TwistedFate', 'Chogath', 'Zed']","['Morgana', 'Azir', 'Leblanc']"
3546,"['Thresh', 'Kalista', 'Gragas']","['Ryze', 'Cassiopeia', 'Nidalee']"
3547,"['Cassiopeia', 'Nidalee', 'Shen']","['Kalista', 'Ryze', 'Gragas']"
3548,"['Thresh', 'Morgana', 'Kalista']","['Ryze', 'Cassiopeia', 'Nidalee']"
3549,"['Cassiopeia', 'Nidalee', 'Nautilus']","['Morgana', 'Ryze', 'Gragas']"
3550,"['Thresh', 'Gragas', 'Morgana']","['Ryze', 'Nidalee', 'Vayne']"
3551,"['Vayne', 'Nidalee', 'Alistar']","['Ryze', 'Thresh', 'Gragas']"
3552,"['Thresh', 'Gragas', 'Morgana']","['Ryze', 'Nidalee', 'Vayne']"
3553,"['Vayne', 'Nidalee', 'Shen']","['Ryze', 'Thresh', 'Gragas']"
3554,"['Fizz', 'Kalista', 'TwistedFate']","['Azir', 'Viktor', 'Ryze']"
3555,"['Azir', 'Viktor', 'Rumble']","['Ryze', 'TwistedFate', 'Fizz']"
3556,"['Fizz', 'TwistedFate', 'Shen']","['Azir', 'Viktor', 'Ryze']"
3557,"['Lulu', 'TwistedFate', 'Kalista']","['Rumble', 'Viktor', 'Fizz']"
3558,"['Rumble', 'Viktor', 'Fizz']","['Kalista', 'Jayce', 'Thresh']"
3559,"['Jayce', 'Lulu', 'TwistedFate']","['Rumble', 'Viktor', 'Azir']"
3560,"['Rumble', 'Viktor', 'Morgana']","['Kalista', 'Jayce', 'Lulu']"
3561,"['Jayce', 'Lulu', 'Shen']","['Rumble', 'Viktor', 'Azir']"
3562,"['Diana', 'Nidalee', 'TwistedFate']","['Kalista', 'RekSai', 'Rumble']"
3563,"['Rumble', 'TwistedFate']","['Diana', 'Nidalee', 'Elise']"
3564,"['Diana', 'Nidalee', 'TwistedFate']","['Kalista', 'RekSai', 'Rumble']"
3565,"['Rumble', 'TwistedFate', 'Evelynn']","['Kalista', 'Nidalee', 'Ahri']"
3566,"['Nidalee', 'Ahri', 'LeeSin']","['Rumble', 'RekSai', 'Kalista']"
3567,"['Rumble', 'TwistedFate', 'Gragas']","['Nidalee', 'Ahri', 'Shen']"
3568,"['Nidalee', 'Ahri', 'Zed']","['Rumble', 'RekSai', 'Kalista']"
3569,"['Rumble', 'TwistedFate', 'Morgana']","['Ahri', 'Shen', 'Nidalee']"
3570,"['Zilean', 'Lissandra', 'Leblanc']","['Gangplank', 'Ryze', 'Kindred']"
3571,"['Azir', 'Kindred', 'Lulu']","['Gangplank', 'Ryze', 'Fizz']"
3572,"['Leblanc', 'Ryze', 'Trundle']","['Quinn', 'Gangplank', 'Kindred']"
3573,"['Ryze', 'Nautilus', 'Kindred']","['Leblanc', 'Gangplank', 'DrMundo']"
3574,"['Lulu', 'DrMundo', 'Gangplank']","['Hecarim', 'Ryze', 'Shen']"
3575,"['Hecarim', 'Shen', 'MissFortune']","['Lulu', 'DrMundo', 'Gangplank']"
3576,"['Graves', 'Lissandra', 'Ryze']","['Kindred', 'Gangplank', 'Lulu']"
3577,"['Kindred', 'Lulu', 'Alistar']","['Fizz', 'Gangplank', 'TahmKench']"
3578,"['Shen', 'Hecarim', 'Lulu']","['Gangplank', 'DrMundo', 'Ryze']"
3579,"['Gangplank', 'Ryze', 'Lulu']","['Shen', 'Kassadin', 'Hecarim']"
3580,"['Karthus', 'Nautilus', 'Poppy']","['Lulu', 'TahmKench', 'Gangplank']"
3581,"['Lulu', 'TahmKench', 'Lissandra']","['Karthus', 'Gangplank', 'Nautilus']"
3582,"['Shen', 'Corki', 'Ryze']","['Karthus', 'Gangplank', 'Graves']"
3583,"['Karthus', 'TahmKench', 'Gangplank']","['Ryze', 'Shen', 'Corki']"
3584,"['Kindred', 'Lulu', 'RekSai']","['Gangplank', 'Ryze', 'Fizz']"
3585,"['Trundle', 'Kalista', 'Leblanc']","['Gangplank', 'Kindred', 'Ryze']"
3586,"['Ryze', 'Kindred']","['Syndra', 'Zilean', 'Gangplank']"
3587,"['Syndra', 'Zilean', 'DrMundo']","['Ryze', 'Kindred', 'Gangplank']"
3588,"['Nidalee', 'Zed', 'Poppy']","['Ryze', 'Gangplank', 'Lissandra']"
3589,"['Lissandra', 'Gnar', 'Lulu']","['Nidalee', 'Gangplank', 'Ryze']"
3590,"['Syndra', 'Zilean', 'DrMundo']","['Ryze', 'Gangplank', 'Alistar']"
3591,"['Ryze', 'Alistar', 'TahmKench']","['Syndra', 'Zilean', 'Gangplank']"
3592,"['Ezreal', 'TahmKench', 'Alistar']","['Nidalee', 'Ryze', 'Lulu']"
3593,"['Nidalee', 'Lulu', 'Zed']","['Gangplank', 'Ryze', 'Corki']"
3594,"['Poppy', 'Lissandra', 'Lulu']","['Ryze', 'Corki', 'TahmKench']"
3595,"['Ryze', 'Corki', 'Ezreal']","['Lissandra', 'Alistar', 'Poppy']"
3596,"['Nidalee', 'Zed', 'TahmKench']","['Ryze', 'Gangplank', 'Corki']"
3597,"['Kassadin', 'Corki', 'Elise']","['Nidalee', 'Gangplank', 'TahmKench']"
3598,"['Syndra', 'Zilean', 'DrMundo']","['Alistar', 'Gangplank', 'Ryze']"
3599,"['Ryze', 'Zed', 'Lulu']","['Syndra', 'Gangplank', 'Zilean']"
3600,"['Corki', 'RekSai', 'Ryze']","['Alistar', 'Gangplank', 'TahmKench']"
3601,"['Nautilus', 'Trundle', 'Kalista']","['Ryze', 'Lulu', 'Gangplank']"
3602,[],"['Gangplank', 'Ryze', 'Corki']"
3603,"['Poppy', 'Corki', 'Ryze']","['Fizz', 'TahmKench', 'Gangplank']"
3604,"['Lulu', 'TahmKench', 'Poppy']","['Ryze', 'Gangplank', 'Alistar']"
3605,"['Cassiopeia', 'JarvanIV', 'Sivir']","['Azir', 'Vladimir', 'Ryze']"
3606,"['Elise', 'RekSai', 'Sivir']","['Gangplank', 'Nidalee', 'Olaf']"
3607,"['RekSai', 'Quinn', 'Gangplank']","['Fiora', 'Poppy', 'Lulu']"
3608,"['TahmKench', 'Alistar', 'Ryze']","['Kassadin', 'Lissandra', 'Gangplank']"
3609,"['Kassadin', 'Lissandra', 'TahmKench']","['Corki', 'Alistar', 'Ryze']"
3610,"['Lissandra', 'Poppy', 'Alistar']","['Zilean', 'Nidalee', 'Ryze']"
3611,"['Zilean', 'Nidalee', 'Ryze']","['Alistar', 'Elise', 'Kassadin']"
3612,"['Corki', 'Gangplank', 'TahmKench']","['Lulu', 'Fiora', 'Ryze']"
3613,"['Lulu', 'Fiora', 'TahmKench']","['Corki', 'Gangplank', 'Ezreal']"
3614,"['Kassadin', 'Viktor', 'Elise']","['Fizz', 'TahmKench', 'TwistedFate']"
3615,"['TahmKench', 'Zilean', 'Leblanc']","['Kassadin', 'Corki', 'Kalista']"
3616,"['Zilean', 'Graves', 'TahmKench']","['Corki', 'Gangplank', 'Ryze']"
3617,"['Corki', 'Viktor', 'Gangplank']","['Fizz', 'Graves', 'TahmKench']"
3618,"['Lulu', 'Nidalee', 'Alistar']","['Gangplank', 'Quinn', 'RekSai']"
3619,"['Quinn', 'Alistar', 'Trundle']","['Gangplank', 'Nidalee', 'Lulu']"
3620,"['Lulu', 'Corki', 'Zed']","['Quinn', 'Lissandra', 'Kalista']"
3621,"['Quinn', 'Lissandra', 'Kalista']","['Gangplank', 'Corki', 'Alistar']"
3622,"['Trundle', 'Lulu', 'Alistar']","['Nidalee', 'LeeSin', 'Elise']"
3623,"['Nidalee', 'Zed', 'LeeSin']","['Trundle', 'Lulu', 'Alistar']"
3624,"['Thresh', 'Poppy', 'Viktor']","['Zilean', 'Nidalee', 'Kalista']"
3625,"['Zilean', 'Nidalee', 'Kalista']","['Thresh', 'Poppy', 'Viktor']"
3626,"['Lissandra', 'Lulu', 'Gangplank']","['Fizz', 'TwistedFate', 'Fiora']"
3627,"['Lux', 'Fiora', 'Zilean']","['Lulu', 'Gangplank', 'Alistar']"
3628,"['Zilean', 'Nidalee', 'Lulu']","['Alistar', 'Gangplank', 'Kalista']"
3629,"['Gangplank', 'Viktor', 'KogMaw']","['Nidalee', 'Lulu', 'Kalista']"
3630,"['Alistar', 'Leblanc', 'Kalista']","['Zilean', 'Syndra', 'Fiora']"
3631,"['Zilean', 'Syndra', 'Fiora']","['Alistar', 'Leblanc', 'Kalista']"
3632,"['Kassadin', 'Viktor', 'Elise']","['Nidalee', 'Kalista', 'Braum']"
3633,"['Nidalee', 'Zed', 'Braum']","['Viktor', 'Kassadin', 'Lulu']"
3634,"['Gangplank', 'Viktor', 'KogMaw']","['Fizz', 'Elise', 'Kalista']"
3635,"['Zilean', 'Nidalee', 'Lulu']","['Gangplank', 'KogMaw', 'Viktor']"
3636,"['KogMaw', 'Lulu', 'Elise']","['Zed', 'Gangplank', 'Nidalee']"
3637,"['Gangplank', 'Zed', 'Nidalee']","['KogMaw', 'Lulu', 'Elise']"
3638,"['Corki', 'Viktor', 'KogMaw']","['Alistar', 'Lulu', 'Kalista']"
3639,"['Lulu', 'Kalista', 'Alistar']","['Corki', 'Viktor', 'KogMaw']"
3640,"['Alistar', 'Kalista', 'Zed']","['Corki', 'Zilean', 'Elise']"
3641,"['Corki', 'Zilean', 'Ezreal']","['Kalista', 'Alistar', 'Zed']"
3642,"['Nidalee', 'Thresh', 'Leblanc']","['Kalista', 'Corki', 'Trundle']"
3643,"['Trundle', 'Corki', 'Kalista']","['Nidalee', 'Thresh', 'Leblanc']"
3644,"['Zed', 'Nautilus', 'Kalista']","['Zilean', 'Syndra', 'Leblanc']"
3645,"['Zilean', 'Leblanc', 'Kalista']","['Zed', 'Alistar', 'Nidalee']"
3646,"['Lulu', 'Poppy', 'Alistar']","['Corki', 'Trundle', 'Kalista']"
3647,"['Bard', 'Quinn', 'Warwick']","['Alistar', 'Poppy', 'Nautilus']"
3648,"['Zilean', 'KogMaw', 'Lulu']","['Fizz', 'Alistar', 'Kalista']"
3649,"['Leblanc', 'Nautilus', 'Alistar']","['Zilean', 'Lulu', 'Gangplank']"
3650,"['Gragas', 'Bard', 'Fiora']","['Nidalee', 'Poppy', 'Alistar']"
3651,"['Nidalee', 'KogMaw', 'Kindred']","['Gragas', 'Bard', 'Kalista']"
3652,"['Nidalee', 'Quinn', 'Kindred']","['Alistar', 'Gragas', 'Trundle']"
3653,"['Alistar', 'Gragas', 'Trundle']","['Nidalee', 'Quinn', 'Zed']"
3654,"['Fiora', 'Bard', 'Leblanc']","['Nidalee', 'Zilean', 'Gangplank']"
3655,"['Nidalee', 'Zilean', 'Lulu']","['Bard', 'Fiora', 'Leblanc']"
3656,"['Nidalee', 'Kindred', 'Lulu']","['Corki', 'Gragas', 'Kalista']"
3657,"['Corki', 'Gragas', 'Quinn']","['Nidalee', 'Kindred', 'Lulu']"
3658,"['Nidalee', 'Alistar', 'Kalista']","['Elise', 'Lulu', 'Viktor']"
3659,"['Elise', 'Viktor', 'Lulu']","['Nidalee', 'Fizz', 'Zed']"
3660,"['Fiora', 'Quinn', 'Lulu']","['Nidalee', 'Kindred', 'Thresh']"
3661,"['Nidalee', 'Poppy', 'Gangplank']","['Fiora', 'Quinn', 'KogMaw']"
3662,"['Nidalee', 'Zilean', 'Lulu']","['Kalista', 'Alistar', 'Gragas']"
3663,"['Kalista', 'Gragas', 'Alistar']","['Nidalee', 'Zilean', 'Lulu']"
3664,"['Zed', 'Alistar', 'Corki']","['Viktor', 'Kassadin', 'Lulu']"
3665,"['Viktor', 'Kassadin', 'Lulu']","['Zed', 'Alistar', 'Trundle']"
3666,"['Gragas', 'Alistar', 'Kalista']","['Nidalee', 'Lulu', 'Lissandra']"
3667,"['Lulu', 'Leblanc', 'Azir']","['Gragas', 'Kalista', 'Nidalee']"
3668,"['Nidalee', 'Zilean', 'Leblanc']","['Corki', 'Quinn', 'Gragas']"
3669,"['Corki', 'Quinn', 'Alistar']","['Zilean', 'Nidalee', 'Leblanc']"
3670,"['Poppy', 'Trundle', 'Thresh']","['Zed', 'Kalista', 'Fiora']"
3671,"['Zed', 'Kalista', 'Fiora']","['Poppy', 'Lulu', 'Alistar']"
3672,"['Trundle', 'Gragas', 'Alistar']","['Zed', 'Lulu', 'Fizz']"
3673,"['Zilean', 'Ezreal', 'Lulu']","['Kalista', 'Zed', 'Alistar']"
3674,"['Alistar', 'Gragas', 'Kalista']","['Gangplank', 'Nidalee', 'Zed']"
3675,"['Gangplank', 'Quinn', 'Nidalee']","['Alistar', 'Kalista', 'Lulu']"
3676,"['Leblanc', 'Fiora', 'Zed']","['Lulu', 'Alistar', 'Kalista']"
3677,"['Lulu', 'Azir', 'Alistar']","['Leblanc', 'Fiora', 'Zed']"
3678,"['Nidalee', 'Leblanc', 'Zilean']","['Lulu', 'Azir', 'Viktor']"
3679,"['Viktor', 'Lulu', 'Azir']","['Nidalee', 'Zilean', 'Gangplank']"
3680,"['Lulu', 'Leblanc', 'Zed']","['Elise', 'Alistar', 'Kalista']"
3681,"['Trundle', 'Elise', 'Alistar']","['Lulu', 'Leblanc', 'Kalista']"
3682,"['Zed', 'Leblanc', 'Kalista']","['Gragas', 'Graves', 'Alistar']"
3683,"['Gragas', 'Graves', 'Lulu']","['Zed', 'Leblanc', 'Kalista']"
3684,"['Nidalee', 'Leblanc', 'Ryze']","['Trundle', 'Gragas', 'Alistar']"
3685,"['Nidalee', 'Leblanc', 'Azir']","['Trundle', 'Gragas', 'Alistar']"
3686,"['Trundle', 'Gragas', 'Alistar']","['Nidalee', 'Leblanc', 'Sivir']"
3687,"['Nidalee', 'Leblanc', 'Sivir']","['Trundle', 'Gragas', 'Alistar']"
3688,"['Trundle', 'Gragas', 'Alistar']","['Nidalee', 'Leblanc', 'Ekko']"
3689,"['Kindred', 'Trundle', 'TwistedFate']","['Nidalee', 'Ekko', 'Azir']"
3690,"['Nidalee', 'Ryze', 'Gangplank']","['Trundle', 'Kindred', 'Varus']"
3691,"['TwistedFate', 'Trundle', 'Kindred']","['Nidalee', 'Ekko', 'Alistar']"
3692,"['Azir', 'Ryze', 'Nidalee']","['Graves', 'Sivir', 'Trundle']"
3693,"['Ryze', 'Nidalee', 'Zed']","['Trundle', 'Graves', 'Sivir']"
3694,"['Azir', 'Ryze', 'Alistar']","['Graves', 'Trundle', 'Sivir']"
3695,"['Varus', 'Vladimir', 'Lucian']","['Leblanc', 'Nidalee', 'Ryze']"
3696,"['Leblanc', 'Nidalee', 'Azir']","['Varus', 'Vladimir', 'Lucian']"
3697,"['Nidalee', 'Ryze', 'Vladimir']","['Lucian', 'Kindred', 'Trundle']"
3698,"['Lucian', 'Azir', 'Kindred']","['Nidalee', 'Ryze', 'Swain']"
3699,"['Vladimir', 'Kindred', 'Lucian']","['Nidalee', 'Elise', 'Azir']"
3700,"['Nidalee', 'Azir', 'Leblanc']","['Vladimir', 'Kindred', 'Ryze']"
3701,"['Morgana', 'Bard', 'Karma']","['Braum', 'Ryze', 'Kindred']"
3702,"['Nidalee', 'Braum', 'Kindred']","['Morgana', 'Leblanc', 'Ryze']"
3703,"['Lucian', 'Azir', 'Kindred']","['Bard', 'Blitzcrank', 'RekSai']"
3704,"['Bard', 'Blitzcrank', 'Leblanc']","['Lucian', 'Kindred', 'Ryze']"
3705,"['Fizz', 'Ashe', 'Lucian']","['Nidalee', 'Ryze', 'Kindred']"
3706,"['Nidalee', 'Ryze', 'Kindred']","['Maokai', 'Lucian', 'Nami']"
3707,"['Nidalee', 'Ryze', 'Vladimir']","['Azir', 'Elise', 'Kassadin']"
3708,"['Azir', 'Varus', 'Trundle']","['Nidalee', 'Ryze', 'Vladimir']"
3709,"['Nidalee', 'Ashe', 'Azir']","['Caitlyn', 'RekSai', 'Ryze']"
3710,"['Caitlyn', 'Blitzcrank', 'RekSai']","['Vladimir', 'Azir', 'Nidalee']"
3711,"['Sivir', 'Kindred', 'Ryze']","['Caitlyn', 'Vladimir', 'RekSai']"
3712,"['TwistedFate', 'Vladimir', 'Irelia']","['Sivir', 'Kindred', 'Ryze']"
3713,"['Karma', 'Irelia', 'Swain']","['Azir', 'Sivir', 'Ashe']"
3714,"['Ashe', 'Sivir', 'Azir']","['Ryze', 'Irelia', 'Swain']"
3715,"['Bard', 'Alistar', 'Azir']","['Nami', 'Shen', 'Ryze']"
3716,"['Nami', 'Shen', 'Karma']","['Bard', 'Alistar', 'Sivir']"
3717,"['TwistedFate', 'Trundle', 'RekSai']","['Kindred', 'Ryze', 'Sivir']"
3718,"['Kindred', 'Ryze', 'Sivir']","['TwistedFate', 'Trundle', 'RekSai']"
3719,"['Sivir', 'Swain', 'Bard']","['Ryze', 'Vladimir', 'Shen']"
3720,"['Vladimir', 'Shen', 'Trundle']","['Sivir', 'Swain', 'Ryze']"
3721,"['Varus', 'Kassadin', 'Elise']","['Ryze', 'Vladimir', 'RekSai']"
3722,"['Ryze', 'Vladimir', 'Braum']","['Varus', 'Thresh']"
3723,"['Swain', 'Elise', 'Bard']","['Sivir', 'Karma', 'Jax']"
3724,"['Sivir', 'Hecarim', 'Jhin']","['Elise', 'Vladimir', 'Ryze']"
3725,"['Trundle', 'Jhin', 'RekSai']","['Nidalee', 'Ezreal', 'Ryze']"
3726,"['Nidalee', 'Ezreal', 'Alistar']","['Trundle', 'Ryze', 'RekSai']"
3727,"['TwistedFate', 'Trundle', 'RekSai']","['Azir', 'Ryze', 'Gragas']"
3728,"['Azir', 'Ryze', 'Trundle']","['TwistedFate', 'Shen', 'Sivir']"
3729,"['Nidalee', 'Graves', 'Alistar']","['RekSai', 'Thresh', 'Ryze']"
3730,"['RekSai', 'Thresh', 'Trundle']","['Nidalee', 'Graves', 'Vladimir']"
3731,"['Ryze', 'Azir', 'Leblanc']","['TwistedFate', 'Kassadin', 'Hecarim']"
3732,"['TwistedFate', 'Kassadin', 'Hecarim']","['Azir', 'Vladimir', 'Trundle']"
3733,"['Leblanc', 'Morgana', 'Ryze']","['RekSai', 'Leona', 'Azir']"
3734,"['Shen', 'Leona', 'Azir']","['Ryze', 'Vladimir', 'RekSai']"
3735,"['Hecarim', 'Azir', 'Kassadin']","['Vladimir', 'Ryze', 'Taliyah']"
3736,"['Alistar', 'Ryze', 'Leona']","['Hecarim', 'Vladimir', 'Gragas']"
3737,"['Ryze', 'RekSai', 'Vladimir']","['TwistedFate', 'Kassadin', 'Braum']"
3738,"['TwistedFate', 'Nidalee', 'Braum']","['Vladimir', 'Sivir', 'Thresh']"
3739,"['Nidalee', 'Gangplank', 'Kassadin']","['Vladimir', 'RekSai', 'Jhin']"
3740,"['Ryze', 'RekSai', 'Vladimir']","['Nidalee', 'Gangplank', 'Lissandra']"
3741,"['Taliyah', 'Hecarim', 'Vladimir']","['Kassadin', 'Thresh', 'Nidalee']"
3742,"['Kassadin', 'Thresh', 'TwistedFate']","['Taliyah', 'Vladimir', 'RekSai']"
3743,"['Graves', 'Anivia', 'Sivir']","['RekSai', 'Leona', 'Jhin']"
3744,"['Gnar', 'RekSai', 'Vladimir']","['Graves', 'Nidalee', 'Sivir']"
3745,"['Kassadin', 'Leona', 'Azir']","['Ryze', 'Gangplank', 'Jhin']"
3746,"['Ryze', 'Gangplank', 'Jhin']","['Kassadin', 'Azir', 'Sivir']"
3747,"['TwistedFate', 'Nidalee', 'Kassadin']","['Vladimir', 'Leblanc', 'RekSai']"
3748,"['Ryze', 'Leblanc', 'Vladimir']","['TwistedFate', 'Nidalee', 'Lissandra']"
3749,"['Kassadin', 'Varus', 'Nidalee']","['Taliyah', 'Vladimir', 'Ryze']"
3750,"['Ryze', 'Taliyah', 'Olaf']","['Varus', 'Kassadin', 'Azir']"
3751,"['Azir', 'Shen', 'Vladimir']","['Jhin', 'Alistar', 'Ryze']"
3752,"['Jhin', 'Alistar', 'Ryze']","['Azir', 'Shen', 'TwistedFate']"
3753,"['Gnar', 'Shen', 'Gangplank']","['Graves', 'Nidalee', 'Sivir']"
3754,"['Graves', 'Nidalee', 'Anivia']","['Gnar', 'Gangplank', 'Trundle']"
3755,"['Nidalee', 'Braum', 'Gnar']","['Lissandra', 'Vladimir', 'Jhin']"
3756,"['Malzahar', 'Varus', 'Jhin']","['Braum', 'Vladimir', 'Ezreal']"
3757,"['Kassadin', 'Shen', 'RekSai']","['Vladimir', 'Nidalee', 'Gangplank']"
3758,"['Nidalee', 'Alistar', 'Graves']","['Shen', 'RekSai', 'Vladimir']"
3759,[],"['TwistedFate', 'Vladimir', 'Gnar']"
3760,"['TwistedFate', 'Kassadin', 'RekSai']","['Vladimir', 'Gangplank', 'Gnar']"
3761,"['Olaf', 'Jhin', 'Anivia']","['TwistedFate', 'Kassadin', 'Nidalee']"
3762,"['TwistedFate', 'Kassadin', 'Gragas']","['Olaf', 'Anivia', 'Vladimir']"
3763,"['RekSai', 'Shen', 'Kalista']","['Nidalee', 'Graves', 'Alistar']"
3764,"['Nidalee', 'Graves', 'Alistar']","['RekSai', 'Shen', 'Vladimir']"
3765,"['Malzahar', 'Alistar', 'Gangplank']","['Varus', 'Sivir', 'Kassadin']"
3766,"['Kassadin', 'Varus', 'Sivir']","['Vladimir', 'Malzahar', 'Alistar']"
3767,"['Thresh', 'Kassadin', 'Gragas']","['Nidalee', 'Vladimir', 'Malzahar']"
3768,"['Nidalee', 'Malzahar', 'Anivia']","['Thresh', 'Kassadin', 'Vladimir']"
3769,"['RekSai', 'Gnar', 'Kassadin']","['Nidalee', 'Vladimir', 'Elise']"
3770,"['Nidalee', 'Kassadin', 'Malzahar']","['Vladimir', 'RekSai', 'Gnar']"
